馬券タイプ,賭ける馬の人気,賭けた回数,当たり回数,収益
三連単,15 → 6 → 3,21083,0,-2108300
三連単,15 → 6 → 4,21083,0,-2108300
三連単,3 → 15 → 7,21084,0,-2108400
三連単,7 → 4 → 15,21084,0,-2108400
三連単,7 → 15 → 1,21084,0,-2108400
三連単,7 → 15 → 3,21084,0,-2108400
三連単,15 → 1 → 7,21084,0,-2108400
三連単,15 → 2 → 5,21084,0,-2108400
三連単,15 → 3 → 7,21084,0,-2108400
三連単,15 → 5 → 2,21084,0,-2108400
三連単,15 → 7 → 3,21084,0,-2108400
三連単,4 → 15 → 5,21085,0,-2108500
三連単,5 → 15 → 3,21085,0,-2108500
三連単,5 → 15 → 4,21085,0,-2108500
三連単,15 → 3 → 5,21085,0,-2108500
三連単,15 → 5 → 3,21085,0,-2108500
三連単,15 → 3 → 1,21087,0,-2108700
三連単,15 → 4 → 3,21087,0,-2108700
ワイド,12 - 13,28745,37,-2110560
三連単,4 → 6 → 14,24769,1,-2113550
三連単,4 → 13 → 5,27768,2,-2114380
三連単,5 → 8 → 13,27758,1,-2115090
三連単,13 → 7 → 5,27765,1,-2115240
三連複,6 - 11 - 12,31579,4,-2116430
三連単,6 → 3 → 14,24770,1,-2120210
三連単,5 → 4 → 12,30507,4,-2123070
馬単,14 → 6,25677,3,-2124610
三連単,3 → 9 → 7,35060,7,-2126430
三連単,14 → 7 → 1,24771,1,-2127180
三連単,11 → 2 → 6,32468,3,-2128330
三連単,1 → 13 → 8,27761,4,-2129030
三連単,1 → 14 → 13,24753,1,-2129170
三連単,10 → 7 → 5,34006,3,-2129800
三連単,10 → 2 → 8,34001,5,-2129970
三連単,5 → 7 → 9,35057,6,-2132710
三連複,5 - 11 - 14,25671,1,-2134540
三連単,13 → 1 → 11,27758,1,-2139760
三連単,5 → 7 → 4,35884,10,-2143680
三連単,9 → 8 → 7,35049,2,-2144790
馬単,14 → 9,25674,2,-2149740
三連単,7 → 8 → 12,30496,2,-2150010
三連単,2 → 9 → 14,24766,1,-2150530
三連複,4 - 6 - 14,25676,5,-2152260
三連単,7 → 3 → 11,32471,3,-2153230
三連単,4 → 14 → 7,24770,1,-2157670
馬単,14 → 12,25664,3,-2158020
三連単,4 → 10 → 5,34009,5,-2158390
三連単,2 → 14 → 5,24772,1,-2158800
三連単,10 → 9 → 6,33997,1,-2159000
三連単,10 → 6 → 5,34004,2,-2162040
三連単,8 → 12 → 7,30496,1,-2167580
三連複,6 - 7 - 9,36252,24,-2168360
三連複,5 - 10 - 11,33603,8,-2170510
三連単,13 → 9 → 5,27760,1,-2170550
馬連,12 - 14,25664,5,-2170720
三連単,6 → 8 → 1,35654,14,-2171800
三連単,10 → 12 → 9,30490,1,-2176550
三連複,13 - 14 - 15,21801,0,-2180100
三連単,3 → 4 → 13,27771,3,-2181330
三連複,8 - 14 - 15,21815,0,-2181500
三連複,10 - 14 - 15,21815,0,-2181500
三連複,11 - 14 - 15,21815,0,-2181500
三連複,9 - 14 - 15,21818,0,-2181800
三連複,2 - 14 - 15,21822,0,-2182200
馬連,14 - 15,21823,0,-2182300
馬単,14 → 15,21823,0,-2182300
馬単,15 → 14,21823,0,-2182300
三連複,8 - 13 - 15,21825,0,-2182500
三連複,10 - 13 - 15,21825,0,-2182500
三連複,11 - 13 - 15,21825,0,-2182500
三連複,7 - 13 - 15,21830,0,-2183000
三連複,8 - 12 - 15,21832,0,-2183200
三連複,10 - 12 - 15,21832,0,-2183200
三連複,11 - 12 - 15,21832,0,-2183200
馬単,13 → 15,21833,0,-2183300
三連複,4 - 10 - 15,21847,0,-2184700
三連複,6 - 7 - 15,21848,0,-2184800
三連単,9 → 10 → 6,33997,2,-2187270
三連単,2 → 6 → 12,30504,5,-2188960
馬単,12 → 14,25664,2,-2194140
三連複,7 - 9 - 12,31585,6,-2194340
三連単,10 → 7 → 8,33998,2,-2198220
三連単,1 → 9 → 13,27763,2,-2200380
三連単,11 → 7 → 10,32460,2,-2204460
三連単,5 → 6 → 12,30502,2,-2204530
三連複,9 - 11 - 14,25665,1,-2206640
三連単,10 → 2 → 9,34002,4,-2207670
三連単,8 → 10 → 5,33999,1,-2208430
三連単,6 → 1 → 14,24770,1,-2210270
三連単,3 → 10 → 6,34007,7,-2211950
三連複,6 - 9 - 13,28750,3,-2212270
三連単,9 → 4 → 8,35052,2,-2215310
三連単,10 → 5 → 4,34009,4,-2218130
三連単,10 → 4 → 2,34011,5,-2220070
三連単,9 → 8 → 10,33992,1,-2221140
三連単,13 → 10 → 4,27763,1,-2222830
三連複,2 - 10 - 14,25671,2,-2229020
三連単,5 → 4 → 10,34009,7,-2229040
三連複,6 - 9 - 12,31583,6,-2246390
三連単,9 → 8 → 5,35050,4,-2252580
三連単,9 → 12 → 2,30500,1,-2252580
三連単,10 → 11 → 9,32454,1,-2253150
三連単,12 → 13 → 1,27755,1,-2261280
三連単,10 → 8 → 9,33992,1,-2261910
三連複,4 - 12 - 13,28744,1,-2262810
三連単,13 → 2 → 3,27771,2,-2263690
三連単,7 → 5 → 9,35057,5,-2268700
三連複,6 - 8 - 14,25667,2,-2269480
三連複,6 - 9 - 11,33603,9,-2274600
馬単,12 → 13,28745,3,-2276000
三連複,7 - 11 - 13,28746,3,-2276010
三連単,9 → 7 → 3,35060,4,-2277010
三連単,7 → 6 → 10,34003,2,-2277410
三連単,4 → 12 → 7,30506,2,-2278410
三連複,7 - 8 - 13,28749,3,-2278640
三連単,13 → 11 → 1,27758,1,-2278850
三連複,10 - 13 - 14,25646,1,-2279480
三連単,7 → 9 → 12,30497,2,-2279670
三連複,4 - 10 - 14,25671,2,-2282870
三連単,10 → 8 → 6,33996,2,-2283220
三連単,10 → 5 → 6,34004,3,-2283830
三連単,7 → 10 → 8,33998,2,-2286100
馬連,11 - 13,28750,10,-2288070
馬単,14 → 10,25672,2,-2288870
三連単,13 → 5 → 4,27768,1,-2290950
三連単,5 → 10 → 2,34009,6,-2293820
三連単,12 → 11 → 10,30486,1,-2296510
三連単,10 → 9 → 3,34003,2,-2307220
三連単,4 → 5 → 11,32471,4,-2307540
三連単,7 → 13 → 2,27767,1,-2310770
三連複,5 - 8 - 13,28750,4,-2313670
三連単,5 → 6 → 7,35879,9,-2314150
三連複,3 - 9 - 12,31589,7,-2314460
三連単,7 → 10 → 11,32460,1,-2315110
三連複,11 - 12 - 14,25655,1,-2319940
三連単,11 → 4 → 10,32463,1,-2323700
三連単,13 → 1 → 9,27763,1,-2325980
三連単,7 → 3 → 13,27768,1,-2326180
三連単,6 → 10 → 13,27759,1,-2328370
三連単,9 → 7 → 4,35059,4,-2329670
三連複,7 - 12 - 13,28741,1,-2335400
三連単,7 → 13 → 5,27765,1,-2335960
三連単,3 → 7 → 14,24771,1,-2343660
三連単,11 → 7 → 3,32471,3,-2343740
三連単,13 → 2 → 8,27760,1,-2351180
三連単,11 → 2 → 5,32471,3,-2354000
三連単,11 → 3 → 10,32464,1,-2358490
三連単,5 → 2 → 14,24772,1,-2360590
三連単,7 → 6 → 8,35649,4,-2362250
三連複,5 - 12 - 14,25662,1,-2362350
三連単,12 → 3 → 2,30510,3,-2365520
三連単,6 → 12 → 9,30495,1,-2365660
三連単,7 → 9 → 10,33999,1,-2368390
三連単,7 → 12 → 5,30504,1,-2371920
三連単,4 → 13 → 2,27770,2,-2376930
三連単,7 → 4 → 13,27767,1,-2377980
三連単,12 → 7 → 2,30506,2,-2387680
三連複,8 - 9 - 11,33598,4,-2391500
三連複,5 - 10 - 14,25670,1,-2391800
三連単,8 → 13 → 5,27758,1,-2393110
三連単,12 → 1 → 8,30500,2,-2393110
三連単,11 → 4 → 3,32474,2,-2393220
三連単,3 → 10 → 12,30500,2,-2399400
三連単,6 → 9 → 10,33997,2,-2402500
馬単,10 → 13,28754,4,-2405190
三連単,11 → 13 → 3,27758,1,-2406150
三連単,8 → 10 → 6,33996,1,-2413330
三連単,3 → 13 → 7,27768,1,-2429490
三連複,10 - 12 - 13,28735,1,-2433230
三連単,12 → 3 → 9,30501,1,-2434300
三連複,4 - 10 - 12,31585,6,-2443000
三連単,12 → 4 → 7,30506,1,-2444830
三連単,12 → 4 → 10,30499,1,-2445260
三連複,5 - 11 - 12,31582,3,-2451390
三連単,9 → 4 → 2,35062,8,-2454470
三連単,10 → 8 → 3,34002,2,-2456160
三連複,5 - 10 - 12,31583,2,-2459460
三連単,10 → 1 → 7,34009,4,-2471650
三連単,5 → 10 → 4,34009,5,-2472280
三連単,12 → 13 → 14,24737,0,-2473700
三連単,13 → 12 → 14,24737,0,-2473700
三連単,13 → 14 → 12,24737,0,-2473700
三連単,14 → 12 → 13,24737,0,-2473700
三連単,14 → 13 → 12,24737,0,-2473700
三連単,8 → 13 → 14,24743,0,-2474300
三連単,8 → 14 → 13,24743,0,-2474300
三連単,13 → 8 → 14,24743,0,-2474300
三連単,13 → 14 → 8,24743,0,-2474300
三連単,14 → 8 → 13,24743,0,-2474300
三連単,14 → 13 → 8,24743,0,-2474300
三連単,11 → 13 → 14,24744,0,-2474400
三連単,11 → 14 → 13,24744,0,-2474400
三連単,13 → 11 → 14,24744,0,-2474400
三連単,13 → 14 → 11,24744,0,-2474400
三連単,14 → 11 → 13,24744,0,-2474400
三連単,14 → 13 → 11,24744,0,-2474400
三連単,9 → 13 → 14,24745,0,-2474500
三連単,9 → 14 → 13,24745,0,-2474500
三連単,10 → 13 → 14,24745,0,-2474500
三連単,13 → 9 → 14,24745,0,-2474500
三連単,13 → 10 → 14,24745,0,-2474500
三連単,13 → 14 → 9,24745,0,-2474500
三連単,13 → 14 → 10,24745,0,-2474500
三連単,14 → 9 → 13,24745,0,-2474500
三連単,14 → 10 → 13,24745,0,-2474500
三連単,14 → 13 → 9,24745,0,-2474500
三連単,14 → 13 → 10,24745,0,-2474500
三連単,6 → 13 → 14,24748,0,-2474800
三連単,6 → 14 → 13,24748,0,-2474800
三連単,13 → 6 → 14,24748,0,-2474800
三連単,13 → 14 → 6,24748,0,-2474800
三連単,14 → 6 → 13,24748,0,-2474800
三連単,14 → 13 → 6,24748,0,-2474800
三連単,7 → 13 → 14,24749,0,-2474900
三連単,7 → 14 → 13,24749,0,-2474900
三連単,8 → 12 → 14,24749,0,-2474900
三連単,8 → 14 → 12,24749,0,-2474900
三連単,12 → 8 → 14,24749,0,-2474900
三連単,12 → 14 → 8,24749,0,-2474900
三連単,13 → 7 → 14,24749,0,-2474900
三連単,13 → 14 → 7,24749,0,-2474900
三連単,14 → 7 → 13,24749,0,-2474900
三連単,14 → 8 → 12,24749,0,-2474900
三連単,14 → 12 → 8,24749,0,-2474900
三連単,11 → 14 → 12,24750,0,-2475000
三連単,12 → 11 → 14,24750,0,-2475000
三連単,12 → 14 → 11,24750,0,-2475000
三連単,14 → 11 → 12,24750,0,-2475000
三連単,14 → 12 → 11,24750,0,-2475000
三連単,5 → 14 → 13,24751,0,-2475100
三連単,10 → 12 → 14,24751,0,-2475100
三連単,10 → 14 → 12,24751,0,-2475100
三連単,12 → 10 → 14,24751,0,-2475100
三連単,12 → 14 → 9,24751,0,-2475100
三連単,12 → 14 → 10,24751,0,-2475100
三連単,13 → 5 → 14,24751,0,-2475100
三連単,13 → 14 → 5,24751,0,-2475100
三連単,14 → 9 → 12,24751,0,-2475100
三連単,14 → 10 → 12,24751,0,-2475100
三連単,14 → 12 → 9,24751,0,-2475100
三連単,14 → 12 → 10,24751,0,-2475100
三連単,14 → 13 → 5,24751,0,-2475100
三連単,2 → 13 → 14,24752,0,-2475200
三連単,4 → 14 → 13,24752,0,-2475200
三連単,13 → 4 → 14,24752,0,-2475200
三連単,13 → 14 → 2,24752,0,-2475200
三連単,13 → 14 → 4,24752,0,-2475200
三連単,14 → 4 → 13,24752,0,-2475200
三連単,1 → 13 → 14,24753,0,-2475300
三連単,13 → 14 → 1,24753,0,-2475300
三連単,13 → 14 → 3,24753,0,-2475300
三連単,14 → 13 → 1,24753,0,-2475300
三連単,14 → 13 → 3,24753,0,-2475300
三連単,6 → 12 → 14,24754,0,-2475400
三連単,12 → 6 → 14,24754,0,-2475400
三連単,12 → 14 → 6,24754,0,-2475400
三連単,14 → 6 → 12,24754,0,-2475400
三連単,14 → 12 → 6,24754,0,-2475400
三連単,7 → 12 → 14,24755,0,-2475500
三連単,12 → 7 → 14,24755,0,-2475500
三連単,14 → 7 → 12,24755,0,-2475500
三連単,14 → 12 → 7,24755,0,-2475500
三連単,11 → 14 → 8,24756,0,-2475600
三連単,14 → 8 → 11,24756,0,-2475600
三連単,14 → 11 → 8,24756,0,-2475600
三連単,5 → 12 → 14,24757,0,-2475700
三連単,8 → 9 → 14,24757,0,-2475700
三連単,8 → 10 → 14,24757,0,-2475700
三連単,8 → 14 → 9,24757,0,-2475700
三連単,8 → 14 → 10,24757,0,-2475700
三連単,10 → 8 → 14,24757,0,-2475700
三連単,12 → 5 → 14,24757,0,-2475700
三連単,12 → 14 → 5,24757,0,-2475700
三連単,14 → 5 → 12,24757,0,-2475700
三連単,14 → 8 → 9,24757,0,-2475700
三連単,14 → 8 → 10,24757,0,-2475700
三連単,14 → 9 → 8,24757,0,-2475700
三連単,14 → 10 → 8,24757,0,-2475700
三連単,14 → 12 → 5,24757,0,-2475700
三連単,2 → 12 → 14,24758,0,-2475800
三連単,9 → 11 → 14,24758,0,-2475800
三連単,9 → 14 → 11,24758,0,-2475800
三連単,10 → 14 → 11,24758,0,-2475800
三連単,11 → 9 → 14,24758,0,-2475800
三連単,11 → 14 → 10,24758,0,-2475800
三連単,12 → 4 → 14,24758,0,-2475800
三連単,12 → 14 → 2,24758,0,-2475800
三連単,12 → 14 → 4,24758,0,-2475800
三連単,14 → 2 → 12,24758,0,-2475800
三連単,14 → 4 → 12,24758,0,-2475800
三連単,14 → 9 → 11,24758,0,-2475800
三連単,14 → 10 → 11,24758,0,-2475800
三連単,14 → 11 → 9,24758,0,-2475800
三連単,14 → 11 → 10,24758,0,-2475800
三連単,14 → 12 → 4,24758,0,-2475800
三連複,7 - 9 - 11,33605,5,-2475870
三連単,9 → 10 → 14,24759,0,-2475900
三連単,9 → 14 → 10,24759,0,-2475900
三連単,10 → 9 → 14,24759,0,-2475900
三連単,10 → 14 → 9,24759,0,-2475900
三連単,12 → 1 → 14,24759,0,-2475900
三連単,12 → 14 → 1,24759,0,-2475900
三連単,12 → 14 → 3,24759,0,-2475900
三連単,14 → 3 → 12,24759,0,-2475900
三連単,14 → 9 → 10,24759,0,-2475900
三連単,14 → 12 → 1,24759,0,-2475900
三連単,14 → 12 → 3,24759,0,-2475900
三連単,6 → 8 → 14,24760,0,-2476000
三連単,8 → 6 → 14,24760,0,-2476000
三連単,14 → 6 → 8,24760,0,-2476000
三連単,14 → 8 → 6,24760,0,-2476000
三連単,6 → 11 → 14,24761,0,-2476100
三連単,6 → 14 → 11,24761,0,-2476100
三連単,7 → 8 → 14,24761,0,-2476100
三連単,8 → 7 → 14,24761,0,-2476100
三連単,11 → 6 → 14,24761,0,-2476100
三連単,14 → 6 → 11,24761,0,-2476100
三連単,6 → 9 → 14,24762,0,-2476200
三連単,6 → 14 → 10,24762,0,-2476200
三連単,7 → 11 → 14,24762,0,-2476200
三連単,7 → 14 → 11,24762,0,-2476200
三連単,9 → 14 → 6,24762,0,-2476200
三連単,10 → 14 → 6,24762,0,-2476200
三連単,11 → 7 → 14,24762,0,-2476200
三連単,11 → 14 → 7,24762,0,-2476200
三連単,14 → 6 → 9,24762,0,-2476200
三連単,14 → 6 → 10,24762,0,-2476200
三連単,14 → 7 → 11,24762,0,-2476200
三連単,14 → 10 → 6,24762,0,-2476200
三連単,14 → 11 → 7,24762,0,-2476200
三連単,5 → 14 → 8,24763,0,-2476300
三連単,7 → 10 → 14,24763,0,-2476300
三連単,7 → 14 → 9,24763,0,-2476300
三連単,8 → 5 → 14,24763,0,-2476300
三連単,9 → 7 → 14,24763,0,-2476300
三連単,9 → 14 → 7,24763,0,-2476300
三連単,10 → 14 → 7,24763,0,-2476300
三連単,14 → 7 → 9,24763,0,-2476300
三連単,14 → 7 → 10,24763,0,-2476300
三連単,14 → 9 → 7,24763,0,-2476300
三連単,14 → 10 → 7,24763,0,-2476300
三連単,4 → 14 → 8,24764,0,-2476400
三連単,5 → 14 → 11,24764,0,-2476400
三連単,8 → 14 → 4,24764,0,-2476400
三連単,11 → 5 → 14,24764,0,-2476400
三連単,11 → 14 → 5,24764,0,-2476400
三連単,14 → 5 → 11,24764,0,-2476400
三連単,14 → 11 → 5,24764,0,-2476400
三連単,3 → 14 → 8,24765,0,-2476500
三連単,4 → 11 → 14,24765,0,-2476500
三連単,5 → 10 → 14,24765,0,-2476500
三連単,5 → 14 → 9,24765,0,-2476500
三連単,5 → 14 → 10,24765,0,-2476500
三連単,8 → 14 → 1,24765,0,-2476500
三連単,8 → 14 → 3,24765,0,-2476500
三連単,10 → 14 → 5,24765,0,-2476500
三連単,11 → 4 → 14,24765,0,-2476500
三連単,11 → 14 → 2,24765,0,-2476500
三連単,11 → 14 → 4,24765,0,-2476500
三連単,14 → 1 → 8,24765,0,-2476500
三連単,14 → 3 → 8,24765,0,-2476500
三連単,14 → 5 → 9,24765,0,-2476500
三連単,14 → 5 → 10,24765,0,-2476500
三連単,14 → 8 → 3,24765,0,-2476500
三連単,14 → 9 → 5,24765,0,-2476500
三連単,14 → 10 → 5,24765,0,-2476500
三連単,14 → 11 → 2,24765,0,-2476500
三連単,2 → 14 → 10,24766,0,-2476600
三連単,3 → 11 → 14,24766,0,-2476600
三連単,4 → 10 → 14,24766,0,-2476600
三連単,7 → 6 → 14,24766,0,-2476600
三連単,9 → 14 → 4,24766,0,-2476600
三連単,10 → 4 → 14,24766,0,-2476600
三連単,10 → 14 → 2,24766,0,-2476600
三連単,11 → 14 → 3,24766,0,-2476600
三連単,14 → 2 → 10,24766,0,-2476600
三連単,14 → 4 → 9,24766,0,-2476600
三連単,14 → 4 → 10,24766,0,-2476600
三連単,14 → 6 → 7,24766,0,-2476600
三連単,14 → 9 → 4,24766,0,-2476600
三連単,14 → 10 → 2,24766,0,-2476600
三連単,14 → 10 → 4,24766,0,-2476600
三連単,14 → 11 → 3,24766,0,-2476600
三連単,3 → 9 → 14,24767,0,-2476700
三連単,3 → 14 → 10,24767,0,-2476700
三連単,9 → 1 → 14,24767,0,-2476700
三連単,9 → 3 → 14,24767,0,-2476700
三連単,10 → 14 → 3,24767,0,-2476700
三連単,14 → 3 → 9,24767,0,-2476700
三連単,14 → 9 → 1,24767,0,-2476700
三連単,14 → 9 → 3,24767,0,-2476700
三連単,14 → 10 → 1,24767,0,-2476700
三連単,6 → 5 → 14,24768,0,-2476800
三連単,14 → 5 → 6,24768,0,-2476800
三連単,14 → 6 → 5,24768,0,-2476800
三連単,6 → 4 → 14,24769,0,-2476900
三連単,7 → 14 → 5,24769,0,-2476900
三連単,14 → 2 → 6,24769,0,-2476900
三連単,14 → 4 → 6,24769,0,-2476900
三連単,14 → 5 → 7,24769,0,-2476900
三連単,14 → 6 → 2,24769,0,-2476900
三連単,14 → 6 → 4,24769,0,-2476900
三連単,14 → 7 → 5,24769,0,-2476900
三連単,3 → 14 → 6,24770,0,-2477000
三連単,7 → 14 → 2,24770,0,-2477000
三連単,14 → 3 → 6,24770,0,-2477000
三連単,14 → 7 → 4,24770,0,-2477000
三連単,14 → 5 → 2,24772,0,-2477200
三連単,14 → 3 → 5,24773,0,-2477300
三連単,14 → 2 → 3,24774,0,-2477400
三連単,14 → 4 → 3,24774,0,-2477400
三連単,2 → 12 → 5,30507,3,-2479550
三連単,8 → 10 → 12,30489,1,-2485640
三連単,10 → 8 → 4,34001,2,-2485750
三連単,5 → 6 → 8,35651,6,-2491470
三連単,12 → 9 → 3,30501,1,-2495950
三連単,10 → 13 → 1,27764,1,-2500580
三連単,9 → 3 → 7,35060,3,-2506630
三連単,12 → 3 → 10,30500,1,-2509940
三連単,6 → 7 → 9,35054,3,-2510110
馬単,11 → 13,28750,3,-2510550
三連単,4 → 3 → 13,27771,3,-2511010
三連複,6 - 10 - 13,28749,2,-2521380
三連単,11 → 5 → 2,32471,3,-2521740
三連単,3 → 8 → 9,35053,6,-2524000
三連単,8 → 6 → 12,30494,1,-2527170
三連単,9 → 10 → 8,33992,1,-2533140
三連単,9 → 11 → 2,32464,1,-2534970
三連単,8 → 13 → 2,27760,1,-2539110
三連単,13 → 1 → 3,27772,1,-2540460
三連単,3 → 13 → 9,27763,1,-2543290
三連単,7 → 9 → 5,35057,3,-2544670
三連単,7 → 10 → 12,30496,1,-2557040
三連単,6 → 12 → 2,30504,1,-2562870
三連複,8 - 13 - 14,25646,0,-2564600
三連複,11 - 13 - 14,25647,0,-2564700
三連複,9 - 13 - 14,25648,0,-2564800
三連複,6 - 13 - 14,25651,0,-2565100
三連複,8 - 12 - 14,25654,0,-2565400
馬単,13 → 14,25656,0,-2565600
三連複,7 - 11 - 14,25669,0,-2566900
三連単,3 → 11 → 7,32471,2,-2582670
三連単,4 → 5 → 12,30507,3,-2588330
三連単,9 → 12 → 3,30501,1,-2597170
三連単,9 → 8 → 6,35047,2,-2606820
三連単,11 → 10 → 4,32463,1,-2607270
三連単,12 → 4 → 8,30499,1,-2612410
馬単,12 → 10,31586,5,-2613470
三連単,8 → 9 → 6,35047,1,-2613850
三連単,6 → 10 → 2,34006,2,-2625590
三連複,5 - 9 - 13,28752,2,-2629450
三連単,12 → 2 → 10,30499,1,-2632450
三連単,7 → 9 → 11,32461,1,-2641970
三連単,12 → 10 → 2,30499,1,-2652530
三連複,2 - 12 - 13,28744,1,-2658720
三連単,7 → 8 → 3,35655,5,-2659300
三連単,5 → 8 → 7,35652,4,-2675250
三連単,4 → 11 → 8,32463,1,-2678290
三連単,3 → 12 → 9,30501,1,-2684320
三連単,9 → 6 → 7,35054,1,-2691840
三連単,9 → 6 → 8,35047,4,-2695980
三連単,6 → 10 → 11,32458,1,-2717290
三連単,10 → 11 → 5,32461,1,-2717790
三連単,9 → 7 → 6,35054,2,-2723270
