馬券タイプ,賭ける馬の人気,賭けた回数,当たり回数,収益
馬単,16 → 10,17021,0,-1702100
三連複,7 - 11 - 16,17021,0,-1702100
馬単,8 → 16,17024,0,-1702400
馬単,16 → 11,17024,0,-1702400
三連複,3 - 11 - 16,17024,0,-1702400
三連複,3 - 9 - 16,17025,0,-1702500
三連単,1 → 7 → 6,35882,59,-1703080
三連単,8 → 1 → 5,35657,21,-1703700
三連単,11 → 7 → 5,32468,2,-1704450
三連単,12 → 11 → 1,30497,2,-1710690
三連単,11 → 8 → 9,32454,1,-1711430
三連複,6 - 7 - 13,28755,4,-1712840
三連単,8 → 5 → 4,35656,10,-1713530
三連単,1 → 12 → 6,30505,10,-1714410
三連単,6 → 12 → 5,30502,1,-1716460
三連単,11 → 3 → 9,32465,2,-1719180
三連単,4 → 5 → 14,24772,1,-1719460
三連単,8 → 4 → 14,24764,1,-1720710
三連複,5 - 6 - 7,37093,62,-1720970
三連単,9 → 14 → 2,24766,1,-1721790
馬単,9 → 7,36258,42,-1723950
三連単,1 → 12 → 9,30501,5,-1730000
三連単,5 → 9 → 3,35061,11,-1732210
三連複,8 - 9 - 15,21842,1,-1732220
三連単,1 → 6 → 15,21083,2,-1732770
三連単,7 → 4 → 5,35884,15,-1734440
三連複,4 - 11 - 15,21847,2,-1737330
三連単,10 → 12 → 4,30499,2,-1738060
三連複,12 - 14 - 15,21808,1,-1738120
三連単,11 → 1 → 5,32472,9,-1738600
三連単,13 → 1 → 8,27761,3,-1739310
三連単,6 → 13 → 4,27766,2,-1739740
ワイド,14 - 15,21823,10,-1741540
三連複,2 - 5 - 14,25679,11,-1741880
三連単,5 → 9 → 8,35050,4,-1741890
三連単,13 → 1 → 4,27771,3,-1742550
三連単,1 → 15 → 8,21079,1,-1742730
三連複,5 - 13 - 15,21831,1,-1743030
三連単,5 → 7 → 13,27765,2,-1750760
馬単,7 → 12,31595,15,-1752530
三連複,6 - 12 - 14,25659,1,-1754580
三連単,2 → 11 → 4,32473,12,-1754610
三連単,12 → 9 → 2,30500,1,-1755420
三連単,12 → 3 → 13,27755,1,-1757950
三連単,5 → 9 → 14,24765,1,-1758270
三連単,2 → 7 → 11,32470,6,-1761930
三連単,2 → 10 → 12,30499,3,-1762020
ワイド,12 - 14,25664,32,-1763660
三連複,6 - 8 - 11,33602,16,-1766880
三連単,4 → 8 → 6,35653,12,-1767380
三連単,4 → 14 → 1,24774,2,-1770410
ワイド,11 - 13,28750,61,-1771110
三連複,1 - 8 - 15,21847,5,-1771320
三連単,11 → 12 → 8,30486,1,-1773050
三連複,5 - 7 - 10,35181,19,-1773350
三連単,8 → 12 → 2,30499,1,-1774060
三連単,6 → 14 → 4,24769,1,-1775280
三連複,5 - 7 - 13,28757,9,-1775320
三連単,7 → 6 → 2,35881,16,-1775360
三連単,8 → 1 → 10,34002,7,-1777690
三連単,11 → 5 → 3,32472,4,-1778300
三連単,12 → 8 → 1,30500,2,-1779780
三連単,11 → 2 → 13,27757,1,-1780910
三連単,5 → 8 → 10,33999,1,-1781920
三連単,8 → 7 → 9,35049,3,-1782330
三連単,14 → 2 → 1,24774,3,-1782420
三連単,12 → 3 → 8,30500,3,-1783390
三連単,6 → 5 → 9,35055,5,-1784060
馬連,10 - 14,25672,8,-1785870
ワイド,9 - 11,33609,146,-1786770
三連単,6 → 8 → 12,30494,2,-1787330
三連単,7 → 6 → 9,35054,7,-1788680
三連単,4 → 7 → 13,27767,2,-1789880
三連単,6 → 14 → 8,24760,1,-1790870
三連単,10 → 1 → 12,30500,3,-1792390
三連単,9 → 7 → 12,30497,2,-1796690
三連単,9 → 2 → 7,35059,7,-1797480
三連単,8 → 11 → 7,32460,1,-1798130
三連単,3 → 7 → 8,35655,13,-1799660
三連複,6 - 10 - 11,33600,6,-1801090
三連単,3 → 5 → 7,35885,23,-1803530
三連単,8 → 9 → 1,35053,8,-1805100
三連単,5 → 14 → 6,24768,1,-1805270
三連単,4 → 11 → 12,30496,2,-1806100
三連単,8 → 11 → 9,32454,2,-1806270
三連単,9 → 7 → 2,35059,6,-1807060
馬連,11 - 14,25673,6,-1807870
三連単,2 → 14 → 4,24773,3,-1807910
三連複,8 - 10 - 15,21839,1,-1808350
三連単,5 → 12 → 7,30504,2,-1808710
三連単,8 → 4 → 13,27760,1,-1809950
三連単,6 → 9 → 11,32459,2,-1810310
三連単,4 → 2 → 15,21086,1,-1812680
三連単,12 → 2 → 7,30506,2,-1813280
三連単,10 → 2 → 3,34012,8,-1814160
三連単,2 → 11 → 8,32463,4,-1816540
三連単,14 → 2 → 7,24770,1,-1817370
三連単,12 → 3 → 11,30497,1,-1817670
三連単,9 → 1 → 7,35060,8,-1817980
三連単,6 → 10 → 3,34007,4,-1818220
三連単,11 → 3 → 1,32475,9,-1818660
三連複,12 - 13 - 14,25638,1,-1819280
三連単,9 → 8 → 3,35053,5,-1821590
三連単,7 → 9 → 6,35054,6,-1826080
三連単,5 → 13 → 4,27768,1,-1827820
三連単,13 → 11 → 4,27757,1,-1828820
三連単,7 → 13 → 1,27768,2,-1830850
馬単,13 → 11,28750,7,-1832110
三連単,7 → 2 → 9,35059,12,-1833170
三連複,8 - 9 - 14,25664,2,-1833320
三連単,12 → 3 → 5,30508,4,-1834420
三連単,2 → 12 → 8,30499,5,-1834450
ワイド,13 - 15,21833,13,-1837290
ワイド,13 - 14,25656,23,-1837560
三連単,14 → 2 → 4,24773,1,-1837920
三連単,4 → 5 → 6,35955,25,-1838340
三連複,1 - 12 - 13,28745,11,-1838830
三連単,1 → 7 → 15,21084,2,-1838960
三連単,2 → 12 → 10,30499,3,-1841600
三連単,13 → 12 → 9,27746,1,-1843980
三連複,7 - 11 - 12,31581,3,-1845480
三連単,8 → 10 → 4,34001,3,-1846290
三連複,7 - 10 - 11,33602,8,-1846470
馬単,12 → 15,21840,1,-1849560
三連複,5 - 11 - 15,21845,1,-1850550
三連単,3 → 8 → 11,32464,4,-1851120
三連単,8 → 9 → 2,35052,6,-1851840
三連単,9 → 1 → 11,32465,5,-1859440
三連単,6 → 7 → 13,27763,1,-1860170
ワイド,10 - 12,31586,91,-1864700
三連複,7 - 13 - 14,25652,1,-1864700
三連単,2 → 11 → 12,30496,3,-1865320
三連単,2 → 1 → 14,24774,9,-1866500
三連単,10 → 8 → 7,33998,1,-1872040
三連単,2 → 12 → 9,30500,3,-1872630
三連単,11 → 6 → 4,32468,3,-1873550
三連単,5 → 1 → 13,27769,4,-1875370
三連単,8 → 9 → 3,35053,4,-1875590
三連単,9 → 4 → 11,32464,2,-1875830
三連単,10 → 8 → 5,33999,2,-1877140
三連単,13 → 9 → 3,27763,1,-1878240
三連単,8 → 11 → 2,32463,1,-1878920
三連単,10 → 3 → 1,34013,12,-1884060
三連単,5 → 13 → 10,27761,2,-1884950
三連単,14 → 1 → 7,24771,1,-1886070
三連単,7 → 6 → 5,35879,8,-1886640
三連単,4 → 10 → 2,34011,6,-1887070
馬単,7 → 13,28760,11,-1889280
三連単,1 → 15 → 6,21083,1,-1890110
三連単,1 → 6 → 11,32469,16,-1890170
三連単,5 → 4 → 11,32471,5,-1890180
三連単,4 → 14 → 10,24766,1,-1892330
三連単,11 → 8 → 10,32453,1,-1893550
三連単,9 → 3 → 2,35063,10,-1893740
三連単,12 → 10 → 8,30489,1,-1895170
三連単,11 → 6 → 8,32458,2,-1896610
三連単,6 → 3 → 13,27767,2,-1898360
三連単,8 → 2 → 10,34001,4,-1898820
三連単,2 → 10 → 14,24766,1,-1898860
三連単,9 → 7 → 8,35049,3,-1902500
三連単,10 → 4 → 9,34002,2,-1908410
三連単,9 → 2 → 4,35062,8,-1908970
三連単,3 → 11 → 4,32474,7,-1910870
三連単,8 → 13 → 4,27760,1,-1913720
三連単,1 → 11 → 12,30497,5,-1913730
三連単,14 → 5 → 1,24773,1,-1915920
三連単,9 → 6 → 5,35055,3,-1919320
馬単,13 → 9,28755,8,-1920380
三連単,6 → 14 → 3,24770,1,-1921170
三連単,10 → 9 → 2,34002,4,-1921720
三連単,2 → 8 → 14,24764,2,-1926220
三連複,9 - 10 - 14,25664,1,-1926260
三連単,5 → 11 → 13,27755,1,-1928610
三連複,4 - 13 - 14,25655,2,-1928880
三連単,8 → 4 → 12,30499,2,-1935130
三連複,3 - 14 - 15,21823,1,-1937850
三連複,4 - 5 - 10,35184,39,-1939250
三連単,6 → 5 → 1,35956,29,-1940160
三連単,13 → 1 → 7,27768,1,-1940650
三連単,11 → 1 → 3,32475,10,-1941830
三連単,3 → 14 → 11,24766,1,-1942470
三連複,6 - 8 - 12,31582,9,-1944550
三連単,4 → 10 → 12,30499,1,-1944740
馬連,9 - 11,33609,27,-1945160
三連単,9 → 1 → 4,35063,17,-1946280
三連単,3 → 5 → 10,34010,11,-1946820
三連単,11 → 6 → 1,32469,5,-1947440
三連単,14 → 2 → 8,24764,1,-1947990
三連単,8 → 4 → 7,35654,9,-1949510
三連複,5 - 13 - 14,25654,2,-1950260
三連単,12 → 7 → 10,30496,1,-1950570
三連単,7 → 6 → 4,35881,11,-1950680
三連複,5 - 11 - 13,28747,4,-1952390
三連単,8 → 2 → 14,24764,1,-1953960
三連単,14 → 1 → 4,24774,2,-1956610
三連単,14 → 3 → 1,24775,2,-1960940
馬単,10 → 11,33606,17,-1961940
三連単,7 → 9 → 13,27759,1,-1963600
三連単,14 → 6 → 1,24770,1,-1966210
三連複,2 - 10 - 12,31585,11,-1966680
三連単,7 → 12 → 2,30506,2,-1968210
三連単,4 → 3 → 14,24774,2,-1973740
三連単,5 → 4 → 7,35884,17,-1977380
三連複,3 - 10 - 15,21847,1,-1979950
三連単,3 → 12 → 13,27755,1,-1987380
馬単,12 → 4,31598,19,-1988400
三連単,12 → 4 → 9,30500,1,-1989850
三連単,5 → 3 → 7,35885,21,-1989910
三連単,9 → 4 → 13,27762,1,-1990630
三連単,7 → 12 → 1,30507,2,-1994000
三連単,5 → 12 → 2,30507,3,-2000100
三連単,12 → 10 → 7,30496,1,-2001730
三連単,10 → 3 → 13,27764,1,-2002790
三連単,3 → 6 → 8,35654,13,-2003830
三連単,10 → 2 → 7,34008,4,-2006240
馬単,15 → 13,21833,1,-2006340
三連単,4 → 8 → 9,35052,8,-2009650
三連複,5 - 12 - 13,28742,5,-2011790
三連単,11 → 6 → 7,32465,1,-2012180
三連単,14 → 1 → 6,24770,1,-2016490
三連単,8 → 1 → 14,24765,1,-2019830
三連単,3 → 8 → 12,30500,3,-2020610
三連単,8 → 2 → 4,35658,15,-2020980
三連単,5 → 8 → 6,35651,9,-2021130
三連複,6 - 11 - 15,21843,1,-2023750
三連単,12 → 1 → 9,30501,3,-2027310
三連単,14 → 4 → 1,24774,1,-2028070
三連単,13 → 2 → 11,27757,1,-2030050
三連単,5 → 10 → 6,34004,4,-2033710
三連単,8 → 3 → 2,35659,18,-2034930
三連単,3 → 12 → 5,30508,3,-2035860
三連複,4 - 9 - 13,28754,5,-2036260
三連単,9 → 1 → 10,34003,4,-2040430
三連複,8 - 9 - 10,35167,10,-2040520
馬連,10 - 12,31586,17,-2042060
三連単,1 → 9 → 12,30501,2,-2046890
三連単,12 → 6 → 1,30505,3,-2049580
三連単,10 → 6 → 7,34003,1,-2057450
馬連,10 - 13,28754,12,-2062720
三連複,5 - 14 - 15,21821,1,-2062810
三連単,13 → 3 → 7,27768,1,-2064650
馬連,13 - 14,25656,4,-2064990
馬単,11 → 9,33609,11,-2069700
三連単,11 → 10 → 1,32464,3,-2075860
馬単,14 → 11,25673,3,-2075990
三連単,3 → 13 → 1,27772,3,-2077230
三連単,8 → 10 → 13,27753,1,-2079410
三連複,7 - 10 - 14,25668,2,-2081630
三連単,6 → 1 → 8,35654,15,-2084970
三連単,7 → 13 → 4,27767,2,-2090110
三連単,8 → 10 → 9,33992,3,-2090680
馬連,13 - 15,21833,1,-2090830
三連単,13 → 12 → 1,27755,1,-2091840
三連複,3 - 10 - 12,31586,8,-2092920
三連単,11 → 2 → 14,24765,1,-2096120
三連複,1 - 13 - 15,21833,1,-2098650
三連単,5 → 3 → 12,30508,2,-2098710
三連単,11 → 1 → 10,32464,3,-2099600
三連単,13 → 14 → 15,21041,0,-2104100
三連単,13 → 15 → 14,21041,0,-2104100
三連単,14 → 13 → 15,21041,0,-2104100
三連単,14 → 15 → 13,21041,0,-2104100
三連単,15 → 13 → 14,21041,0,-2104100
三連単,15 → 14 → 13,21041,0,-2104100
三連単,12 → 14 → 15,21045,0,-2104500
三連単,12 → 15 → 14,21045,0,-2104500
三連単,14 → 15 → 12,21045,0,-2104500
三連単,15 → 12 → 14,21045,0,-2104500
三連単,15 → 14 → 12,21045,0,-2104500
三連単,8 → 14 → 15,21051,0,-2105100
三連単,8 → 15 → 14,21051,0,-2105100
三連単,11 → 14 → 15,21051,0,-2105100
三連単,11 → 15 → 14,21051,0,-2105100
三連単,14 → 8 → 15,21051,0,-2105100
三連単,14 → 11 → 15,21051,0,-2105100
三連単,14 → 15 → 8,21051,0,-2105100
三連単,14 → 15 → 11,21051,0,-2105100
三連単,15 → 8 → 14,21051,0,-2105100
三連単,15 → 11 → 14,21051,0,-2105100
三連単,15 → 14 → 8,21051,0,-2105100
三連単,15 → 14 → 11,21051,0,-2105100
三連単,10 → 14 → 15,21052,0,-2105200
三連単,10 → 15 → 14,21052,0,-2105200
三連単,14 → 10 → 15,21052,0,-2105200
三連単,14 → 15 → 10,21052,0,-2105200
三連単,15 → 10 → 14,21052,0,-2105200
三連単,15 → 14 → 10,21052,0,-2105200
三連単,9 → 14 → 15,21054,0,-2105400
三連単,9 → 15 → 14,21054,0,-2105400
三連単,14 → 9 → 15,21054,0,-2105400
三連単,14 → 15 → 9,21054,0,-2105400
三連単,15 → 9 → 14,21054,0,-2105400
三連単,15 → 14 → 9,21054,0,-2105400
三連単,6 → 14 → 15,21055,0,-2105500
三連単,12 → 13 → 15,21055,0,-2105500
三連単,12 → 15 → 13,21055,0,-2105500
三連単,13 → 12 → 15,21055,0,-2105500
三連単,13 → 15 → 12,21055,0,-2105500
三連単,14 → 6 → 15,21055,0,-2105500
三連単,14 → 15 → 6,21055,0,-2105500
三連単,15 → 13 → 12,21055,0,-2105500
三連単,15 → 14 → 6,21055,0,-2105500
三連単,7 → 14 → 15,21056,0,-2105600
三連単,14 → 7 → 15,21056,0,-2105600
三連単,14 → 15 → 7,21056,0,-2105600
三連単,15 → 7 → 14,21056,0,-2105600
三連単,15 → 14 → 7,21056,0,-2105600
三連単,5 → 14 → 15,21057,0,-2105700
三連単,14 → 5 → 15,21057,0,-2105700
三連単,14 → 15 → 5,21057,0,-2105700
三連単,15 → 5 → 14,21057,0,-2105700
三連単,15 → 14 → 5,21057,0,-2105700
三連単,2 → 14 → 15,21058,0,-2105800
三連単,2 → 15 → 14,21058,0,-2105800
三連単,14 → 2 → 15,21058,0,-2105800
三連単,14 → 15 → 2,21058,0,-2105800
三連単,15 → 2 → 14,21058,0,-2105800
三連単,15 → 14 → 2,21058,0,-2105800
三連単,3 → 15 → 14,21059,0,-2105900
三連単,4 → 14 → 15,21059,0,-2105900
三連単,14 → 3 → 15,21059,0,-2105900
三連単,14 → 4 → 15,21059,0,-2105900
三連単,14 → 15 → 1,21059,0,-2105900
三連単,14 → 15 → 3,21059,0,-2105900
三連単,14 → 15 → 4,21059,0,-2105900
三連単,15 → 1 → 14,21059,0,-2105900
三連単,15 → 3 → 14,21059,0,-2105900
三連単,15 → 4 → 14,21059,0,-2105900
三連単,15 → 14 → 1,21059,0,-2105900
三連単,15 → 14 → 3,21059,0,-2105900
三連単,15 → 14 → 4,21059,0,-2105900
三連単,8 → 13 → 15,21061,0,-2106100
三連単,8 → 15 → 13,21061,0,-2106100
三連単,11 → 13 → 15,21061,0,-2106100
三連単,11 → 15 → 13,21061,0,-2106100
三連単,13 → 8 → 15,21061,0,-2106100
三連単,13 → 11 → 15,21061,0,-2106100
三連単,13 → 15 → 8,21061,0,-2106100
三連単,13 → 15 → 11,21061,0,-2106100
三連単,15 → 8 → 13,21061,0,-2106100
三連単,15 → 11 → 13,21061,0,-2106100
三連単,15 → 13 → 8,21061,0,-2106100
三連単,15 → 13 → 11,21061,0,-2106100
三連単,10 → 13 → 15,21062,0,-2106200
三連単,10 → 15 → 13,21062,0,-2106200
三連単,13 → 10 → 15,21062,0,-2106200
三連単,13 → 15 → 10,21062,0,-2106200
三連単,15 → 10 → 13,21062,0,-2106200
三連単,15 → 13 → 10,21062,0,-2106200
三連単,9 → 15 → 13,21064,0,-2106400
三連単,13 → 15 → 9,21064,0,-2106400
三連単,15 → 9 → 13,21064,0,-2106400
三連単,15 → 13 → 9,21064,0,-2106400
三連単,13 → 7 → 2,27767,1,-2106410
三連単,6 → 13 → 15,21065,0,-2106500
三連単,8 → 12 → 15,21065,0,-2106500
三連単,8 → 15 → 12,21065,0,-2106500
三連単,11 → 12 → 15,21065,0,-2106500
三連単,11 → 15 → 12,21065,0,-2106500
三連単,12 → 8 → 15,21065,0,-2106500
三連単,12 → 11 → 15,21065,0,-2106500
三連単,12 → 15 → 8,21065,0,-2106500
三連単,12 → 15 → 11,21065,0,-2106500
三連単,13 → 6 → 15,21065,0,-2106500
三連単,13 → 15 → 6,21065,0,-2106500
三連単,15 → 6 → 13,21065,0,-2106500
三連単,15 → 8 → 12,21065,0,-2106500
三連単,15 → 11 → 12,21065,0,-2106500
三連単,15 → 12 → 8,21065,0,-2106500
三連単,15 → 12 → 11,21065,0,-2106500
三連単,15 → 13 → 6,21065,0,-2106500
三連単,7 → 13 → 15,21066,0,-2106600
三連単,7 → 15 → 13,21066,0,-2106600
三連単,10 → 12 → 15,21066,0,-2106600
三連単,10 → 15 → 12,21066,0,-2106600
三連単,12 → 10 → 15,21066,0,-2106600
三連単,12 → 15 → 10,21066,0,-2106600
三連単,13 → 7 → 15,21066,0,-2106600
三連単,13 → 15 → 7,21066,0,-2106600
三連単,15 → 7 → 13,21066,0,-2106600
三連単,15 → 10 → 12,21066,0,-2106600
三連単,15 → 12 → 10,21066,0,-2106600
三連単,15 → 13 → 7,21066,0,-2106600
三連単,5 → 15 → 13,21067,0,-2106700
三連単,13 → 5 → 15,21067,0,-2106700
三連単,13 → 15 → 5,21067,0,-2106700
三連単,15 → 5 → 13,21067,0,-2106700
三連単,15 → 13 → 5,21067,0,-2106700
三連単,2 → 15 → 13,21068,0,-2106800
三連単,9 → 12 → 15,21068,0,-2106800
三連単,9 → 15 → 12,21068,0,-2106800
三連単,12 → 9 → 15,21068,0,-2106800
三連単,12 → 15 → 9,21068,0,-2106800
三連単,13 → 2 → 15,21068,0,-2106800
三連単,13 → 15 → 2,21068,0,-2106800
三連単,15 → 2 → 13,21068,0,-2106800
三連単,15 → 9 → 12,21068,0,-2106800
三連単,1 → 13 → 15,21069,0,-2106900
三連単,1 → 15 → 13,21069,0,-2106900
三連単,3 → 13 → 15,21069,0,-2106900
三連単,4 → 15 → 13,21069,0,-2106900
三連単,6 → 12 → 15,21069,0,-2106900
三連単,6 → 15 → 12,21069,0,-2106900
三連単,12 → 6 → 15,21069,0,-2106900
三連単,12 → 15 → 6,21069,0,-2106900
三連単,13 → 1 → 15,21069,0,-2106900
三連単,13 → 4 → 15,21069,0,-2106900
三連単,13 → 15 → 1,21069,0,-2106900
三連単,13 → 15 → 3,21069,0,-2106900
三連単,13 → 15 → 4,21069,0,-2106900
三連単,15 → 12 → 6,21069,0,-2106900
三連単,15 → 13 → 1,21069,0,-2106900
三連単,15 → 13 → 3,21069,0,-2106900
三連単,15 → 13 → 4,21069,0,-2106900
三連単,7 → 15 → 12,21070,0,-2107000
三連単,12 → 7 → 15,21070,0,-2107000
三連単,12 → 15 → 7,21070,0,-2107000
三連単,15 → 12 → 7,21070,0,-2107000
三連単,5 → 15 → 12,21071,0,-2107100
三連単,8 → 11 → 15,21071,0,-2107100
三連単,11 → 15 → 8,21071,0,-2107100
三連単,12 → 5 → 15,21071,0,-2107100
三連単,15 → 5 → 12,21071,0,-2107100
三連単,15 → 8 → 11,21071,0,-2107100
三連単,15 → 11 → 8,21071,0,-2107100
三連単,15 → 12 → 5,21071,0,-2107100
三連単,8 → 10 → 15,21072,0,-2107200
三連単,8 → 15 → 10,21072,0,-2107200
三連単,10 → 8 → 15,21072,0,-2107200
三連単,10 → 15 → 8,21072,0,-2107200
三連単,11 → 10 → 15,21072,0,-2107200
三連単,11 → 15 → 10,21072,0,-2107200
三連単,12 → 2 → 15,21072,0,-2107200
三連単,12 → 15 → 2,21072,0,-2107200
三連単,15 → 8 → 10,21072,0,-2107200
三連単,15 → 10 → 11,21072,0,-2107200
三連単,15 → 11 → 10,21072,0,-2107200
三連単,15 → 12 → 2,21072,0,-2107200
三連単,3 → 12 → 15,21073,0,-2107300
三連単,4 → 15 → 12,21073,0,-2107300
三連単,12 → 1 → 15,21073,0,-2107300
三連単,12 → 4 → 15,21073,0,-2107300
三連単,12 → 15 → 1,21073,0,-2107300
三連単,12 → 15 → 3,21073,0,-2107300
三連単,12 → 15 → 4,21073,0,-2107300
三連単,15 → 3 → 12,21073,0,-2107300
三連単,15 → 4 → 12,21073,0,-2107300
三連単,15 → 12 → 1,21073,0,-2107300
三連単,15 → 12 → 3,21073,0,-2107300
三連単,15 → 12 → 4,21073,0,-2107300
三連単,8 → 9 → 15,21074,0,-2107400
三連単,8 → 15 → 9,21074,0,-2107400
三連単,9 → 8 → 15,21074,0,-2107400
三連単,9 → 11 → 15,21074,0,-2107400
三連単,9 → 15 → 11,21074,0,-2107400
三連単,11 → 15 → 9,21074,0,-2107400
三連単,15 → 8 → 9,21074,0,-2107400
三連単,15 → 9 → 8,21074,0,-2107400
三連単,15 → 11 → 9,21074,0,-2107400
三連単,6 → 15 → 11,21075,0,-2107500
三連単,8 → 6 → 15,21075,0,-2107500
三連単,8 → 15 → 6,21075,0,-2107500
三連単,9 → 10 → 15,21075,0,-2107500
三連単,9 → 15 → 10,21075,0,-2107500
三連単,10 → 9 → 15,21075,0,-2107500
三連単,10 → 15 → 9,21075,0,-2107500
三連単,11 → 6 → 15,21075,0,-2107500
三連単,11 → 15 → 6,21075,0,-2107500
三連単,15 → 6 → 8,21075,0,-2107500
三連単,15 → 6 → 11,21075,0,-2107500
三連単,15 → 8 → 6,21075,0,-2107500
三連単,15 → 10 → 9,21075,0,-2107500
三連単,15 → 11 → 6,21075,0,-2107500
三連単,6 → 15 → 10,21076,0,-2107600
三連単,7 → 8 → 15,21076,0,-2107600
三連単,7 → 11 → 15,21076,0,-2107600
三連単,7 → 15 → 11,21076,0,-2107600
三連単,8 → 7 → 15,21076,0,-2107600
三連単,8 → 15 → 7,21076,0,-2107600
三連単,10 → 15 → 6,21076,0,-2107600
三連単,11 → 7 → 15,21076,0,-2107600
三連単,11 → 15 → 7,21076,0,-2107600
三連単,15 → 7 → 8,21076,0,-2107600
三連単,15 → 7 → 11,21076,0,-2107600
三連単,15 → 8 → 7,21076,0,-2107600
三連単,4 → 14 → 3,24774,1,-2107640
三連単,5 → 8 → 15,21077,0,-2107700
三連単,5 → 15 → 8,21077,0,-2107700
三連単,5 → 15 → 11,21077,0,-2107700
三連単,7 → 15 → 10,21077,0,-2107700
三連単,8 → 15 → 5,21077,0,-2107700
三連単,10 → 7 → 15,21077,0,-2107700
三連単,10 → 15 → 7,21077,0,-2107700
三連単,11 → 5 → 15,21077,0,-2107700
三連単,11 → 15 → 5,21077,0,-2107700
三連単,15 → 5 → 11,21077,0,-2107700
三連単,15 → 7 → 10,21077,0,-2107700
三連単,15 → 10 → 7,21077,0,-2107700
三連単,15 → 11 → 5,21077,0,-2107700
三連単,2 → 11 → 15,21078,0,-2107800
三連単,5 → 10 → 15,21078,0,-2107800
三連単,6 → 15 → 9,21078,0,-2107800
三連単,10 → 5 → 15,21078,0,-2107800
三連単,10 → 15 → 5,21078,0,-2107800
三連単,11 → 2 → 15,21078,0,-2107800
三連単,15 → 2 → 8,21078,0,-2107800
三連単,15 → 2 → 11,21078,0,-2107800
三連単,15 → 8 → 2,21078,0,-2107800
三連単,15 → 9 → 6,21078,0,-2107800
三連単,15 → 10 → 5,21078,0,-2107800
三連単,1 → 11 → 15,21079,0,-2107900
三連単,3 → 15 → 8,21079,0,-2107900
三連単,3 → 15 → 11,21079,0,-2107900
三連単,4 → 11 → 15,21079,0,-2107900
三連単,7 → 9 → 15,21079,0,-2107900
三連単,7 → 15 → 9,21079,0,-2107900
三連単,8 → 1 → 15,21079,0,-2107900
三連単,8 → 3 → 15,21079,0,-2107900
三連単,8 → 4 → 15,21079,0,-2107900
三連単,8 → 15 → 1,21079,0,-2107900
三連単,8 → 15 → 3,21079,0,-2107900
三連単,8 → 15 → 4,21079,0,-2107900
三連単,9 → 7 → 15,21079,0,-2107900
三連単,11 → 1 → 15,21079,0,-2107900
三連単,11 → 3 → 15,21079,0,-2107900
三連単,11 → 4 → 15,21079,0,-2107900
三連単,11 → 15 → 1,21079,0,-2107900
三連単,11 → 15 → 4,21079,0,-2107900
三連単,15 → 1 → 8,21079,0,-2107900
三連単,15 → 1 → 11,21079,0,-2107900
三連単,15 → 3 → 11,21079,0,-2107900
三連単,15 → 4 → 8,21079,0,-2107900
三連単,15 → 4 → 11,21079,0,-2107900
三連単,15 → 7 → 9,21079,0,-2107900
三連単,15 → 9 → 7,21079,0,-2107900
三連単,15 → 10 → 2,21079,0,-2107900
三連単,15 → 11 → 1,21079,0,-2107900
三連単,15 → 11 → 3,21079,0,-2107900
三連単,15 → 11 → 4,21079,0,-2107900
三連単,3 → 10 → 15,21080,0,-2108000
三連単,3 → 15 → 10,21080,0,-2108000
三連単,4 → 10 → 15,21080,0,-2108000
三連単,4 → 15 → 10,21080,0,-2108000
三連単,5 → 9 → 15,21080,0,-2108000
三連単,6 → 7 → 15,21080,0,-2108000
三連単,6 → 15 → 7,21080,0,-2108000
三連単,7 → 6 → 15,21080,0,-2108000
三連単,7 → 15 → 6,21080,0,-2108000
三連単,10 → 3 → 15,21080,0,-2108000
三連単,10 → 4 → 15,21080,0,-2108000
三連単,10 → 15 → 1,21080,0,-2108000
三連単,10 → 15 → 4,21080,0,-2108000
三連単,15 → 3 → 10,21080,0,-2108000
三連単,15 → 4 → 10,21080,0,-2108000
三連単,15 → 5 → 9,21080,0,-2108000
三連単,15 → 6 → 7,21080,0,-2108000
三連単,15 → 7 → 6,21080,0,-2108000
三連単,15 → 9 → 5,21080,0,-2108000
三連単,15 → 10 → 1,21080,0,-2108000
三連単,15 → 10 → 3,21080,0,-2108000
三連単,15 → 10 → 4,21080,0,-2108000
三連単,6 → 5 → 15,21081,0,-2108100
三連単,15 → 2 → 9,21081,0,-2108100
三連単,15 → 5 → 6,21081,0,-2108100
三連単,3 → 15 → 9,21082,0,-2108200
三連単,4 → 15 → 9,21082,0,-2108200
三連単,5 → 7 → 15,21082,0,-2108200
三連単,5 → 15 → 7,21082,0,-2108200
三連単,7 → 15 → 5,21082,0,-2108200
三連単,9 → 15 → 1,21082,0,-2108200
三連単,9 → 15 → 4,21082,0,-2108200
三連単,15 → 1 → 9,21082,0,-2108200
三連単,15 → 3 → 9,21082,0,-2108200
三連単,15 → 4 → 9,21082,0,-2108200
三連単,15 → 5 → 7,21082,0,-2108200
三連単,15 → 6 → 2,21082,0,-2108200
三連単,15 → 9 → 1,21082,0,-2108200
三連単,15 → 9 → 3,21082,0,-2108200
三連単,3 → 15 → 6,21083,0,-2108300
三連単,6 → 15 → 1,21083,0,-2108300
三連単,6 → 15 → 4,21083,0,-2108300
三連単,7 → 2 → 15,21083,0,-2108300
三連単,7 → 15 → 2,21083,0,-2108300
三連単,15 → 1 → 6,21083,0,-2108300
三連単,15 → 3 → 6,21083,0,-2108300
三連単,15 → 4 → 6,21083,0,-2108300
